match_id,match_date,stage,home_team,away_team,home_goals,away_goals,target,home_country,away_country,home_elo,away_elo,elo_diff,home_ucl_experience,home_smoothed_gf,home_smoothed_ga,away_ucl_experience,away_smoothed_gf,away_smoothed_ga,home_league_tier,away_league_tier,league_tier_diff
451574,2023-12-12 17:45:00+00:00,GROUP_STAGE,PSV,Arsenal FC,1,1,1,Netherlands,England,1469.375340321914,1752.9394964760615,-283.56415615414744,5,1.7210035645736224,1.4352892788593365,5,2.2924321360021938,1.1495749931450507,3.0,4.0,-1.0
451583,2023-12-12 17:45:00+00:00,GROUP_STAGE,Racing Club de Lens,Sevilla FC,2,1,2,France,Spain,1452.8255024334298,1474.8596607685945,-22.034158335164648,5,1.1495749931450507,2.006717850287908,5,1.4352892788593365,2.006717850287908,3.0,4.0,-1.0
451585,2023-12-12 20:00:00+00:00,GROUP_STAGE,1. FC Union Berlin,Real Madrid CF,2,3,0,Germany,Spain,1477.9536949437265,1862.136847358325,-384.18315241459845,5,1.2924321360021938,1.5781464217164793,5,2.4352892788593365,1.4352892788593365,4.0,4.0,0.0
451596,2023-12-12 20:00:00+00:00,GROUP_STAGE,SSC Napoli,Sporting Clube de Braga,2,0,2,Italy,Portugal,1513.1208339227364,1446.7886237752118,66.33221014752462,5,1.5781464217164793,1.8638607074307652,5,1.4352892788593365,1.8638607074307652,4.0,3.0,1.0
451599,2023-12-12 20:00:00+00:00,GROUP_STAGE,FC Internazionale Milano,Real Sociedad de Fútbol,0,0,1,Italy,Spain,1791.9497019475143,1528.0530679694352,263.8966339780791,5,1.7210035645736224,1.2924321360021938,5,1.5781464217164793,0.863860707430765,4.0,4.0,0.0
451605,2023-12-12 20:00:00+00:00,GROUP_STAGE,FC Red Bull Salzburg,Sport Lisboa e Benfica,1,3,0,Austria,Portugal,1362.0415852762424,1417.955644806808,-55.91405953056574,5,0.863860707430765,1.4352892788593365,5,1.2924321360021938,1.8638607074307652,1.0,3.0,-2.0
451566,2023-12-12 20:00:00+00:00,GROUP_STAGE,Manchester United FC,FC Bayern München,0,1,0,England,Germany,1476.778638657178,1847.9419560165286,-371.1633173593507,5,2.006717850287908,2.149574993145051,5,1.7210035645736224,1.1495749931450507,4.0,4.0,0.0
451567,2023-12-12 20:00:00+00:00,GROUP_STAGE,FC København,Galatasaray SK,1,0,2,Denmark,Turkey,1368.400180263115,1406.8792250631784,-38.47904480006332,5,1.4352892788593365,1.5781464217164793,5,1.8638607074307652,2.149574993145051,1.0,2.0,-1.0
451638,2023-12-13 17:45:00+00:00,GROUP_STAGE,RB Leipzig,BSC Young Boys,2,1,2,Germany,Switzerland,1517.6376139333556,1348.771421882923,168.86619205043257,5,1.8638607074307652,1.8638607074307652,5,1.4352892788593365,1.8638607074307652,4.0,1.0,3.0
451639,2023-12-13 17:45:00+00:00,GROUP_STAGE,FK Crvena Zvezda,Manchester City FC,2,3,0,Serbia,England,1322.59849699612,1860.9924671876013,-538.3939701914812,5,1.2924321360021938,2.006717850287908,5,2.4352892788593365,1.2924321360021938,1.0,4.0,-3.0
