match_id,match_date,stage,home_team,away_team,home_goals,away_goals,target,home_country,away_country
451617,2023-10-04 19:00:00+00:00,GROUP_STAGE,Celtic FC,SS Lazio,1,2,0,Scotland,Italy
451622,2023-10-04 19:00:00+00:00,GROUP_STAGE,Borussia Dortmund,AC Milan,0,0,1,Germany,Italy
451631,2023-10-04 19:00:00+00:00,GROUP_STAGE,Newcastle United FC,Paris Saint-Germain FC,4,1,2,England,France
451634,2023-10-04 19:00:00+00:00,GROUP_STAGE,FK Crvena Zvezda,BSC Young Boys,2,2,1,Serbia,Switzerland
451644,2023-10-04 19:00:00+00:00,GROUP_STAGE,RB Leipzig,Manchester City FC,1,3,0,Germany,England
451646,2023-10-04 19:00:00+00:00,GROUP_STAGE,FC Porto,FC Barcelona,0,1,0,Portugal,Spain
451597,2023-10-24 16:45:00+00:00,GROUP_STAGE,FC Internazionale Milano,FC Red Bull Salzburg,2,1,2,Italy,Austria
451564,2023-10-24 16:45:00+00:00,GROUP_STAGE,Galatasaray SK,FC Bayern München,1,3,0,Turkey,Germany
451589,2023-10-24 19:00:00+00:00,GROUP_STAGE,1. FC Union Berlin,SSC Napoli,0,1,0,Germany,Italy
451592,2023-10-24 19:00:00+00:00,GROUP_STAGE,Sporting Clube de Braga,Real Madrid CF,1,2,0,Portugal,Spain
451608,2023-10-24 19:00:00+00:00,GROUP_STAGE,Sport Lisboa e Benfica,Real Sociedad de Fútbol,0,1,0,Portugal,Spain
451570,2023-10-24 19:00:00+00:00,GROUP_STAGE,Manchester United FC,FC København,1,0,2,England,Denmark
451578,2023-10-24 19:00:00+00:00,GROUP_STAGE,Sevilla FC,Arsenal FC,1,2,0,Spain,England
451580,2023-10-24 19:00:00+00:00,GROUP_STAGE,Racing Club de Lens,PSV,1,1,1,France,Netherlands
451619,2023-10-25 16:45:00+00:00,GROUP_STAGE,Feyenoord Rotterdam,SS Lazio,3,1,2,Netherlands,Italy
451649,2023-10-25 16:45:00+00:00,GROUP_STAGE,FC Barcelona,FK Shakhtar Donetsk,2,1,2,Spain,Ukraine
451642,2023-10-25 19:00:00+00:00,GROUP_STAGE,RB Leipzig,FK Crvena Zvezda,3,1,2,Germany,Serbia
451635,2023-10-25 19:00:00+00:00,GROUP_STAGE,BSC Young Boys,Manchester City FC,1,3,0,Switzerland,England
451652,2023-10-25 19:00:00+00:00,GROUP_STAGE,Royal Antwerp FC,FC Porto,1,4,0,Belgium,Portugal
451626,2023-10-25 19:00:00+00:00,GROUP_STAGE,Paris Saint-Germain FC,AC Milan,3,0,2,France,Italy
451610,2023-10-25 19:00:00+00:00,GROUP_STAGE,Celtic FC,Club Atlético de Madrid,2,2,1,Scotland,Spain
451628,2023-10-25 19:00:00+00:00,GROUP_STAGE,Newcastle United FC,Borussia Dortmund,0,1,0,England,Germany
451627,2023-11-07 17:45:00+00:00,GROUP_STAGE,Borussia Dortmund,Newcastle United FC,2,0,2,Germany,England
451650,2023-11-07 17:45:00+00:00,GROUP_STAGE,FK Shakhtar Donetsk,FC Barcelona,1,0,2,Ukraine,Spain
451641,2023-11-07 20:00:00+00:00,GROUP_STAGE,FK Crvena Zvezda,RB Leipzig,1,2,0,Serbia,Germany
451625,2023-11-07 20:00:00+00:00,GROUP_STAGE,AC Milan,Paris Saint-Germain FC,2,1,2,Italy,France
451636,2023-11-07 20:00:00+00:00,GROUP_STAGE,Manchester City FC,BSC Young Boys,3,0,2,England,Switzerland
451609,2023-11-07 20:00:00+00:00,GROUP_STAGE,Club Atlético de Madrid,Celtic FC,6,0,2,Spain,Scotland
451620,2023-11-07 20:00:00+00:00,GROUP_STAGE,SS Lazio,Feyenoord Rotterdam,1,0,2,Italy,Netherlands
451651,2023-11-07 20:00:00+00:00,GROUP_STAGE,FC Porto,Royal Antwerp FC,2,0,2,Portugal,Belgium
451590,2023-11-08 17:45:00+00:00,GROUP_STAGE,SSC Napoli,1. FC Union Berlin,1,1,1,Italy,Germany
451607,2023-11-08 17:45:00+00:00,GROUP_STAGE,Real Sociedad de Fútbol,Sport Lisboa e Benfica,3,1,2,Spain,Portugal
451569,2023-11-08 20:00:00+00:00,GROUP_STAGE,FC København,Manchester United FC,4,3,2,Denmark,England
451591,2023-11-08 20:00:00+00:00,GROUP_STAGE,Real Madrid CF,Sporting Clube de Braga,3,0,2,Spain,Portugal
451598,2023-11-08 20:00:00+00:00,GROUP_STAGE,FC Red Bull Salzburg,FC Internazionale Milano,0,1,0,Austria,Italy
451563,2023-11-08 20:00:00+00:00,GROUP_STAGE,FC Bayern München,Galatasaray SK,2,1,2,Germany,Turkey
451577,2023-11-08 20:00:00+00:00,GROUP_STAGE,Arsenal FC,Sevilla FC,2,0,2,England,Spain
451579,2023-11-08 20:00:00+00:00,GROUP_STAGE,PSV,Racing Club de Lens,1,0,2,Netherlands,France
451618,2023-11-28 17:45:00+00:00,GROUP_STAGE,SS Lazio,Celtic FC,2,0,2,Italy,Scotland
451656,2023-11-28 17:45:00+00:00,GROUP_STAGE,FK Shakhtar Donetsk,Royal Antwerp FC,1,0,2,Ukraine,Belgium
451612,2023-11-28 20:00:00+00:00,GROUP_STAGE,Feyenoord Rotterdam,Club Atlético de Madrid,1,3,0,Netherlands,Spain
451621,2023-11-28 20:00:00+00:00,GROUP_STAGE,AC Milan,Borussia Dortmund,1,3,0,Italy,Germany
451632,2023-11-28 20:00:00+00:00,GROUP_STAGE,Paris Saint-Germain FC,Newcastle United FC,1,1,1,France,England
451633,2023-11-28 20:00:00+00:00,GROUP_STAGE,BSC Young Boys,FK Crvena Zvezda,2,0,2,Switzerland,Serbia
451643,2023-11-28 20:00:00+00:00,GROUP_STAGE,Manchester City FC,RB Leipzig,3,2,2,England,Germany
451645,2023-11-28 20:00:00+00:00,GROUP_STAGE,FC Barcelona,FC Porto,2,1,2,Spain,Portugal
451571,2023-11-29 17:45:00+00:00,GROUP_STAGE,Galatasaray SK,Manchester United FC,3,3,1,Turkey,England
451582,2023-11-29 17:45:00+00:00,GROUP_STAGE,Sevilla FC,PSV,2,3,0,Spain,Netherlands
451575,2023-11-29 20:00:00+00:00,GROUP_STAGE,Arsenal FC,Racing Club de Lens,6,0,2,England,France
451561,2023-11-29 20:00:00+00:00,GROUP_STAGE,FC Bayern München,FC København,0,0,1,Germany,Denmark
451604,2023-11-29 20:00:00+00:00,GROUP_STAGE,Real Sociedad de Fútbol,FC Red Bull Salzburg,0,0,1,Spain,Austria
451593,2023-11-29 20:00:00+00:00,GROUP_STAGE,Real Madrid CF,SSC Napoli,4,2,2,Spain,Italy
451588,2023-11-29 20:00:00+00:00,GROUP_STAGE,Sporting Clube de Braga,1. FC Union Berlin,1,1,1,Portugal,Germany
451602,2023-11-29 20:00:00+00:00,GROUP_STAGE,Sport Lisboa e Benfica,FC Internazionale Milano,3,3,1,Portugal,Italy
451574,2023-12-12 17:45:00+00:00,GROUP_STAGE,PSV,Arsenal FC,1,1,1,Netherlands,England
451583,2023-12-12 17:45:00+00:00,GROUP_STAGE,Racing Club de Lens,Sevilla FC,2,1,2,France,Spain
451585,2023-12-12 20:00:00+00:00,GROUP_STAGE,1. FC Union Berlin,Real Madrid CF,2,3,0,Germany,Spain
451596,2023-12-12 20:00:00+00:00,GROUP_STAGE,SSC Napoli,Sporting Clube de Braga,2,0,2,Italy,Portugal
451599,2023-12-12 20:00:00+00:00,GROUP_STAGE,FC Internazionale Milano,Real Sociedad de Fútbol,0,0,1,Italy,Spain
451605,2023-12-12 20:00:00+00:00,GROUP_STAGE,FC Red Bull Salzburg,Sport Lisboa e Benfica,1,3,0,Austria,Portugal
451566,2023-12-12 20:00:00+00:00,GROUP_STAGE,Manchester United FC,FC Bayern München,0,1,0,England,Germany
451567,2023-12-12 20:00:00+00:00,GROUP_STAGE,FC København,Galatasaray SK,1,0,2,Denmark,Turkey
451638,2023-12-13 17:45:00+00:00,GROUP_STAGE,RB Leipzig,BSC Young Boys,2,1,2,Germany,Switzerland
451639,2023-12-13 17:45:00+00:00,GROUP_STAGE,FK Crvena Zvezda,Manchester City FC,2,3,0,Serbia,England
451648,2023-12-13 20:00:00+00:00,GROUP_STAGE,Royal Antwerp FC,FC Barcelona,3,2,2,Belgium,Spain
451653,2023-12-13 20:00:00+00:00,GROUP_STAGE,FC Porto,FK Shakhtar Donetsk,5,3,2,Portugal,Ukraine
451629,2023-12-13 20:00:00+00:00,GROUP_STAGE,Borussia Dortmund,Paris Saint-Germain FC,1,1,1,Germany,France
451615,2023-12-13 20:00:00+00:00,GROUP_STAGE,Celtic FC,Feyenoord Rotterdam,2,1,2,Scotland,Netherlands
451613,2023-12-13 20:00:00+00:00,GROUP_STAGE,Club Atlético de Madrid,SS Lazio,2,0,2,Spain,Italy
451624,2023-12-13 20:00:00+00:00,GROUP_STAGE,Newcastle United FC,AC Milan,1,2,0,England,Italy
451663,2024-02-13 20:00:00+00:00,LAST_16,FC København,Manchester City FC,1,3,0,Denmark,England
451664,2024-02-13 20:00:00+00:00,LAST_16,RB Leipzig,Real Madrid CF,0,1,0,Germany,Spain
451659,2024-02-14 20:00:00+00:00,LAST_16,Paris Saint-Germain FC,Real Sociedad de Fútbol,2,0,2,France,Spain
451662,2024-02-14 20:00:00+00:00,LAST_16,SS Lazio,FC Bayern München,1,0,2,Italy,Germany
451660,2024-02-20 20:00:00+00:00,LAST_16,FC Internazionale Milano,Club Atlético de Madrid,1,0,2,Italy,Spain
451661,2024-02-20 20:00:00+00:00,LAST_16,PSV,Borussia Dortmund,1,1,1,Netherlands,Germany
451657,2024-02-21 20:00:00+00:00,LAST_16,FC Porto,Arsenal FC,1,0,2,Portugal,England
451658,2024-02-21 20:00:00+00:00,LAST_16,SSC Napoli,FC Barcelona,1,1,1,Italy,Spain
451667,2024-03-05 20:00:00+00:00,LAST_16,Real Sociedad de Fútbol,Paris Saint-Germain FC,1,2,0,Spain,France
451670,2024-03-05 20:00:00+00:00,LAST_16,FC Bayern München,SS Lazio,3,0,2,Germany,Italy
451671,2024-03-06 20:00:00+00:00,LAST_16,Manchester City FC,FC København,3,1,2,England,Denmark
451672,2024-03-06 20:00:00+00:00,LAST_16,Real Madrid CF,RB Leipzig,1,1,1,Spain,Germany
451666,2024-03-12 20:00:00+00:00,LAST_16,FC Barcelona,SSC Napoli,3,1,2,Spain,Italy
451665,2024-03-12 20:00:00+00:00,LAST_16,Arsenal FC,FC Porto,5,2,2,England,Portugal
451668,2024-03-13 20:00:00+00:00,LAST_16,Club Atlético de Madrid,FC Internazionale Milano,5,3,2,Spain,Italy
451669,2024-03-13 20:00:00+00:00,LAST_16,Borussia Dortmund,PSV,2,0,2,Germany,Netherlands
451673,2024-04-09 19:00:00+00:00,QUARTER_FINALS,Arsenal FC,FC Bayern München,2,2,1,England,Germany
451675,2024-04-09 19:00:00+00:00,QUARTER_FINALS,Real Madrid CF,Manchester City FC,3,3,1,Spain,England
451674,2024-04-10 19:00:00+00:00,QUARTER_FINALS,Club Atlético de Madrid,Borussia Dortmund,2,1,2,Spain,Germany
451676,2024-04-10 19:00:00+00:00,QUARTER_FINALS,Paris Saint-Germain FC,FC Barcelona,2,3,0,France,Spain
451680,2024-04-16 19:00:00+00:00,QUARTER_FINALS,FC Barcelona,Paris Saint-Germain FC,1,4,0,Spain,France
451678,2024-04-16 19:00:00+00:00,QUARTER_FINALS,Borussia Dortmund,Club Atlético de Madrid,4,2,2,Germany,Spain
451677,2024-04-17 19:00:00+00:00,QUARTER_FINALS,FC Bayern München,Arsenal FC,1,0,2,Germany,England
451679,2024-04-17 19:00:00+00:00,QUARTER_FINALS,Manchester City FC,Real Madrid CF,4,5,0,England,Spain
451682,2024-04-30 19:00:00+00:00,SEMI_FINALS,FC Bayern München,Real Madrid CF,2,2,1,Germany,Spain
451681,2024-05-01 19:00:00+00:00,SEMI_FINALS,Borussia Dortmund,Paris Saint-Germain FC,1,0,2,Germany,France
451683,2024-05-07 19:00:00+00:00,SEMI_FINALS,Paris Saint-Germain FC,Borussia Dortmund,0,1,0,France,Germany
451684,2024-05-08 19:00:00+00:00,SEMI_FINALS,Real Madrid CF,FC Bayern München,2,1,2,Spain,Germany
451685,2024-06-01 19:00:00+00:00,FINAL,Borussia Dortmund,Real Madrid CF,0,2,0,Germany,Spain
524039,2024-09-17 16:45:00+00:00,LEAGUE_STAGE,BSC Young Boys,Aston Villa FC,0,3,0,Switzerland,England
523998,2024-09-17 16:45:00+00:00,LEAGUE_STAGE,Juventus FC,PSV,3,1,2,Italy,Netherlands
523967,2024-09-17 19:00:00+00:00,LEAGUE_STAGE,Real Madrid CF,VfB Stuttgart,3,1,2,Spain,Germany
523968,2024-09-17 19:00:00+00:00,LEAGUE_STAGE,AC Milan,Liverpool FC,1,3,0,Italy,England
524034,2024-09-17 19:00:00+00:00,LEAGUE_STAGE,Sporting Clube de Portugal,Lille OSC,2,0,2,Portugal,France
523934,2024-09-17 19:00:00+00:00,LEAGUE_STAGE,FC Bayern München,GNK Dinamo Zagreb,9,2,2,Germany,Croatia
524049,2024-09-18 16:45:00+00:00,LEAGUE_STAGE,Bologna FC 1909,FK Shakhtar Donetsk,0,0,1,Italy,Ukraine
524062,2024-09-18 16:45:00+00:00,LEAGUE_STAGE,AC Sparta Praha,FC Red Bull Salzburg,3,0,2,Czech Republic,Austria
524007,2024-09-18 19:00:00+00:00,LEAGUE_STAGE,Celtic FC,ŠK Slovan Bratislava,5,1,2,Scotland,Slovakia
523952,2024-09-18 19:00:00+00:00,LEAGUE_STAGE,Manchester City FC,FC Internazionale Milano,0,0,1,England,Italy
523988,2024-09-18 19:00:00+00:00,LEAGUE_STAGE,Club Brugge KV,Borussia Dortmund,0,3,0,Belgium,Germany
523959,2024-09-18 19:00:00+00:00,LEAGUE_STAGE,Paris Saint-Germain FC,Girona FC,1,0,2,France,Spain
524013,2024-09-19 16:45:00+00:00,LEAGUE_STAGE,Feyenoord Rotterdam,Bayer 04 Leverkusen,0,4,0,Netherlands,Germany
